Nombre;Año;Axis;Diametro;Peso
Bronze Sestertius of Severus Alexander- Rome- AD 222 - AD 231. 1948.8.192 ;AD-222;12;30.0;18.72
Bronze AE3 of Constantine I- Trier- AD 332 - AD 333. 1947.2.275 ;AD-332;6;16.0;2.57
Bronze AE3 of Constantine I- Cyzicus- AD 326 - AD 327. 1944.100.8931 ;AD-326;11;19.5;3.57
Silver Denarius of Trajan- Rome- AD 98 - AD 99. 1956.127.75 ;AD-98;7;18.0;3.29
Silver Denarius of Claudius- Rome- AD 49 - AD 50. 2000.5.6 ;AD-49;11;19.0;3.61
Bronze Sestertius of Vespasian- Lugdunum- AD 72. 1947.2.436 ;AD-72.;7;34.0;22.48
Silver Denarius of Antoninus Pius- Rome- AD 138. 1944.100.47495 ;AD-138.;6;17.5;3.05
Silver Antoninianus of Maximian- Ticinum- AD 285. 1944.100.38070 ;AD-285.;6;21.5;3.82
Bronze Sestertius of Gordian III- Rome- AD 240. 1965.32.17 ;AD-240.;12;20.8;17.32
Silver Denarius of Antoninus Pius- Rome- AD 159 - AD 160. 1956.127.488 ;AD-159;6;17.0;3.22
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.614 ;AD-141.;6;17.5;3.49
Bronze Large AE2 of Constantius II- Alexandria- AD 351 - AD 355. 1956.28.93 ;AD-351;6;22.0;4.92
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.663 ;AD-141.;6;18.0;3.37
Bronze Sestertius of Vespasian- Rome- AD 71. 1944.100.41592 ;AD-71.;6;34.0;26.13
Silver Antoninianus of Probus- Tripolis- AD 276 - AD 282. 1944.100.36259 ;AD-276;12;21.75;4.63
Bronze As of Domitian- Rome- AD 85. 1944.100.42587 ;AD-85.;6;27.0;12.74
Silver Denarius of Marcus Aurelius- Rome- AD 168 - AD 169. 1956.127.1919 ;AD-168;12;18.0;3.22
Bronze AE3 of Constantine I- Antioch- AD 325 - AD 326. 1944.100.8994 ;AD-325;12;19.0;2.48
Bronze AE2 of Galerius- Serdica- AD 307 - AD 308. 1944.100.4069 ;AD-307;7;26.0;7.08
Silver Antoninianus of Probus- Rome- AD 276 - AD 282. 1944.100.35844 ;AD-276;12;21.75;3.51
Silver Denarius of Marcus Aurelius- Rome- AD 162 - AD 163. 1956.127.1049 ;AD-162;6;18.5;3.37
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.275 ;AD-134;6;16.5;3.17
Silver Denarius of Gordian III- Rome- AD 240. 1948.19.598 ;AD-240.;12;20.0;2.35
Bronze As of Hadrian- Rome- AD 125 - AD 128. 1944.100.47355 ;AD-125;6;24.0;7.47
Bronze As of Antoninus Pius- Rome- AD 139. 1954.18.166 ;AD-139.;6;30.0;11.96
Bronze AE1 of Diocletian- Thessalonica- AD 302 - AD 303. 1944.100.3675 ;AD-302;6;26.5;9.7
Bronze As of Tiberius- Rome- AD 22 - AD 30. 1944.100.39227 ;AD-22;6;28.0;10.93
Bronze AE3 of Constantine I- Cyzicus- AD 325 - AD 326. 1944.100.8885 ;AD-325;12;19.0;2.97
Bronze Sestertius of Trajan- Rome- AD 114 - AD 117. 1944.100.44761 ;AD-114;6;35.0;26.4
Silver Denarius of Hadrian- Rome- AD 128 - AD 136. 1944.100.45581 ;AD-128;6;18.5;3.37
Silver Drachma of Lysimachus- Colophon- 301 B.C. - 297 B.C.. 1952.123.337 ;301-B.C.;2;17.9;4.14
Bronze AE1 of Constantius Chlorus- Carthage- AD 306. 1944.100.4018 ;AD-306.;2;27.0;9.49
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1948.19.1232 ;AD-134;12;17.0;3.11
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1956.127.149 ;AD-119;6;17.0;3.27
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.1817 ;AD-134;6;18.0;3.27
Silver Denarius of Domitian- Rome- AD 93 - AD 94. 1944.100.42515 ;AD-93;6;18.0;2.99
Silver Quinarius of Augustus- Emerita- 25 BC - 23 BC. 1969.222.1277 ;25-BC;10;14.5;1.48
Silver Antoninianus of Carus- Rome- AD 282 - AD 283. 1944.100.36450 ;AD-282;12;21.5;4.0
Silver Denarius of Augustus- Uncertain value- 29 BC - 27 BC. 1944.100.39159 ;29-BC;9;20.0;3.17
Silver Denarius of Caracalla- Rome- AD 213 - AD 217. 1948.19.1599 ;AD-213;12;20.0;3.82
Bronze AE1 of Maximinus Daia- Antioch- AD 305. 1944.100.4326 ;AD-305.;6;26.5;8.6
Silver Denarius of Trajan- Rome- AD 114. 1948.19.1164 ;AD-114.;6;17.0;3.47
Silver Denarius of Pupienus- Rome- AD 238. 1957.172.699 ;AD-238.;12;20.0;3.64
Bronze AE1 of Diocletian- Antioch- AD 304 - AD 305. 1944.100.4277 ;AD-304;4;27.5;9.39
Silver Denarius of Hadrian- Rome- AD 128 - AD 136. 1956.127.312 ;AD-128;6;16.5;2.85
Silver Antoninianus of Carus- Rome- AD 282 - AD 283. 1947.97.302 ;AD-282;12;21.0;3.92
Silver Denarius of Antoninus Pius- Rome- AD 148 - AD 149. 1956.127.757 ;AD-148;6;16.5;3.61
Bronze As of Gaius/Caligula- Rome- AD 37 - AD 38. 1944.100.39309 ;AD-37;7;26.5;9.96
Bronze AE1 of Diocletian- Antioch- AD 304 - AD 305. 1944.100.4299 ;AD-304;6;26.5;10.53
Bronze AE3 of Licinius- Cyzicus- AD 313 - AD 315. 1944.100.8703 ;AD-313;1;20.0;2.72
Bronze AE1 of Galerius- Heraclea- AD 305 - AD 306. 1944.100.3945 ;AD-305;6;26.0;8.3
Bronze AE3 of Licinius- Thessalonica- AD 312 - AD 313. 1944.100.3757 ;AD-312;12;24.0;3.43
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.935 ;AD-145;6;16.0;2.87
Silver Antoninianus of Diocletian- Tripolis- AD 284. 1944.100.38186 ;AD-284.;11;22.0;4.24
Bronze AE1 of Diocletian- Thessalonica- AD 298 - AD 299. 1944.100.3649 ;AD-298;6;26.5;10.59
Bronze AE3 of Constantine I- Alexandria- AD 333 - AD 335. 1954.123.13 ;AD-333;12;17.0;2.39
Bronze Quadrans- Rome- 211 B.C.. 1969.83.181 ;211-B.C..;9;22.5;8.64
Silver Argenteus of Valens- Constantinople- AD 364 - AD 367. 1955.3.2 ;AD-364;12;19.5;3.35
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1944.100.45535 ;AD-134;6;16.5;3.23
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1944.100.8736 ;AD-317;12;17.5;3.57
Silver Denarius of Trajan- Rome- AD 112 - AD 114. 1956.127.1619 ;AD-112;6;18.5;3.35
Bronze Sestertius of Gordian III- Rome- AD 240. 1948.8.114 ;AD-240.;12;30.9;15.31
Silver Denarius of Antoninus Pius- Rome- AD 157 - AD 158. 1956.127.476 ;AD-157;6;17.0;3.31
Bronze Sestertius of Marcus Aurelius- Rome- AD 168 - AD 169. 1947.2.773 ;AD-168;6;32.0;25.02
Bronze AE1 of Diocletian- Antioch- AD 299 - AD 300. 1944.100.4147 ;AD-299;11;28.5;8.94
Silver Denarius of Antoninus Pius- Rome- AD 155 - AD 156. 1944.100.48169 ;AD-155;7;16.0;3.54
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.1792 ;AD-134;6;17.5;3.47
Silver Denarius of Augustus- Emerita- 25 BC - 23 BC. 1969.222.1270 ;25-BC;9;19.5;3.85
Bronze AE3 of Licinius- Rome- AD 317 - AD 318. 1947.97.41 ;AD-317;6;16.0;2.34
Silver Denarius of Vespasian- Rome- AD 70. 1956.127.1283 ;AD-70.;6;18.5;3.16
Silver Denarius of Vespasian- Rome- AD 79. 1944.100.42445 ;AD-79.;6;19.0;2.97
Silver Antoninianus of Aurelian- Cyzicus- AD 270 - AD 275. 1956.163.220 ;AD-270;6;22.5;3.66
Bronze AE3 of Constantine I- Constantinople- AD 330 - AD 333. 1944.100.9207 ;AD-330;12;17.0;2.83
Bronze AE2 of Theodosius I- Cyzicus- AD 383 - AD 388. 1956.28.101 ;AD-383;12;21.0;4.61
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.257 ;AD-134;6;16.5;3.37
Silver Denarius of Nerva- Rome- AD 97. 1956.127.68 ;AD-97.;7;17.0;3.53
Silver Antoninianus of Carus- Cyzicus- AD 282 - AD 283. 1944.100.36368 ;AD-282;6;22.0;3.57
Silver Denarius of Elagabalus- Rome- AD 218 - AD 222. 1957.172.1804 ;AD-218;6;18.0;3.36
Silver Denarius of Marcus Aurelius- Rome- AD 174. 1956.127.874 ;AD-174.;12;17.75;3.2
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 176. 1956.127.1016 ;AD-161;6;17.5;3.29
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 175. 1956.127.984 ;AD-161;11;17.25;3.3
Silver Denarius of Hadrian- Rome- AD 117. 1956.127.1722 ;AD-117.;7;18.5;3.22
Bronze Sestertius of Septimius Severus- Rome- AD 193. 1954.18.172 ;AD-193.;12;28.0;16.63
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9064 ;AD-330;1;16.0;2.33
Bronze AE1 of Diocletian- Heraclea- AD 296 - AD 297. 1944.100.3828 ;AD-296;6;27.0;8.89
Bronze As of Augustus- Ephesus- 25 BC. 1944.100.39207 ;25-BC.;12;24.5;11.02
Bronze Sestertius of Trebonianus Gallus- Rome- AD 251 - AD 253. 1948.8.126 ;AD-251;12;25.65;12.44
Bronze As of Hadrian- Rome- AD 125 - AD 128. 1944.100.47354 ;AD-125;6;23.0;8.89
Bronze As of Hadrian- Rome- AD 134 - AD 138. 1944.100.47440 ;AD-134;6;26.0;12.58
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.555 ;AD-141.;6;16.5;3.43
Bronze AE1 of Maximinus Daia- Antioch- AD 306. 1944.100.4336 ;AD-306.;12;26.5;8.87
Bronze AE2 of Maximinus Daia- Antioch- AD 308. 1944.100.4355 ;AD-308.;6;24.5;6.38
Bronze Sestertius of Hadrian- Rome- AD 121 - AD 122. 1947.2.458 ;AD-121;6;32.0;25.09
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1944.100.44849 ;AD-125;6;18.0;3.3
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1956.127.137 ;AD-119;6;18.0;3.12
Bronze AE1 of Diocletian- Antioch- AD 298. 1944.100.4127 ;AD-298.;6;28.0;10.46
Bronze Triens- Rome- 148 B.C.. 1944.100.356 ;148-B.C..;9;21.5;9.08
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 162. 1956.127.790 ;AD-161;12;17.75;3.26
Silver Denarius of Antoninus Pius- Rome- AD 154 - AD 155. 1956.127.462 ;AD-154;6;17.0;3.38
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1944.100.43538 ;AD-103;6;19.0;3.16
Bronze As of Titus- Rome- AD 80 - AD 81. 1944.100.41826 ;AD-80;6;28.0;12.99
Bronze AE3 of Licinius- Cyzicus- AD 320 - AD 321. 1944.100.8789 ;AD-320;12;22.5;4.63
Silver Antoninianus of Diocletian- Antioch- AD 285. 1944.100.38281 ;AD-285.;6;20.5;4.22
Silver Denarius of Vespasian- Rome- AD 77 - AD 78. 1956.127.1334 ;AD-77;5;18.0;3.1
Silver Antoninianus of Gordian III- Rome- AD 240. 1956.28.32 ;AD-240.;12;23.0;3.95
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9308 ;AD-333;12;16.5;2.44
Bronze AE3 of Licinius- Thessalonica- AD 312 - AD 313. 1944.100.3775 ;AD-312;1;23.0;3.24
Bronze Sestertius of Trajan- Rome- AD 114 - AD 117. 1944.100.44762 ;AD-114;6;32.0;23.26
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1956.127.1708 ;AD-114;6;18.5;3.28
Bronze AE3 of Constantine I- Antioch- AD 326 - AD 327. 1944.100.8995 ;AD-326;12;19.0;2.26
Bronze AE2 of Maximinus Daia- Antioch- AD 309. 1944.100.4406 ;AD-309.;12;25.0;4.97
Bronze AE1 of Diocletian- Antioch- AD 300 - AD 301. 1944.100.4233 ;AD-300;5;27.5;9.29
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1944.100.43507 ;AD-103;6;17.0;3.44
Silver Denarius of Septimius Severus- Rome- AD 193 - AD 194. 1955.21.15 ;AD-193;12;18.0;3.47
Silver Antoninianus of Probus- Ticinum- AD 276 - AD 282. 1944.100.35952 ;AD-276;12;22.0;3.53
Silver Denarius of Domitian- Rome- AD 87. 1944.100.42466 ;AD-87.;6;20.0;3.37
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1944.100.44819 ;AD-119;6;18.5;3.38
Silver Denarius of Antoninus Pius- Rome- AD 148 - AD 149. 1956.127.1865 ;AD-148;6;18.0;3.67
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 143. 1948.19.1252 ;AD-140;6;18.0;3.27
Bronze Sestertius of Antoninus Pius- Rome- AD 145 - AD 161. 1951.61.64 ;AD-145;12;26.0;14.16
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36113 ;AD-276;6;21.5;4.01
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9322 ;AD-333;6;19.0;2.64
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.196 ;AD-125;6;16.5;3.29
Bronze AE3 of Licinius- Heraclea- AD 313. 1944.100.3993 ;AD-313.;6;23.0;3.17
Bronze Dupondius of Nero- Lugdunum- AD 64 - AD 68. 1944.100.39791 ;AD-64;6;27.5;13.05
Silver Denarius of Marcus Aurelius- Rome- AD 175 - AD 176. 1956.127.1933 ;AD-175;5;19.0;2.56
Bronze AE3 of Constantine I- Cyzicus- AD 325 - AD 326. 1944.100.8869 ;AD-325;12;18.5;2.9
Silver Denarius- Rome- 115 B.C. - 114 B.C.. 1963.237.86 ;115-B.C.;8;18.0;2.55
Silver Antoninianus of Diocletian- Antioch- AD 284 - AD 294. 1944.100.38296 ;AD-284;11;22.5;3.63
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.682 ;AD-141.;6;17.0;3.34
Bronze As of Domitian- Rome- AD 86. 1944.100.42593 ;AD-86.;6;28.0;12.11
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1956.127.1693 ;AD-114;6;17.0;3.13
Bronze AE3 of Constantine I- Constantinople- AD 328. 1944.100.9170 ;AD-328.;4;17.5;3.14
Bronze As of Tiberius- Rome- AD 22 - AD 23. 1944.100.39292 ;AD-22;2;26.0;10.96
Silver Antoninianus of Gallienus- Asia- AD 260 - AD 268. 1948.19.904 ;AD-260;12;21.5;3.87
Bronze AE2 of Galerius- Serdica- AD 307 - AD 308. 1944.100.4071 ;AD-307;11;26.5;7.17
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36211 ;AD-276;11;20.8;3.97
Bronze Sestertius of Marcus Aurelius- Rome- AD 161. 1954.203.217 ;AD-161.;11;35.0;22.57
Silver Antoninianus of Aurelian- Ticinum- AD 270 - AD 275. 1948.19.928 ;AD-270;6;24.0;4.42
Bronze Sestertius of Marcus Aurelius- Rome- AD 176 - AD 180. 1955.59.23 ;AD-176;6;30.0;25.85
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1527 ;AD-103;6;17.0;3.36
Bronze Sestertius of Antoninus Pius- Rome- AD 145. 1957.172.1745 ;AD-145.;12;32.0;24.62
Silver Antoninianus of Probus- Cyzicus- AD 276 - AD 282. 1961.27.17 ;AD-276;6;22.025;3.16
Bronze AE1 of Diocletian- Antioch- AD 304 - AD 305. 1944.100.4269 ;AD-304;6;28.0;10.17
Silver Denarius of Titus- Rome- AD 80 - AD 81. 1957.172.1565 ;AD-80;6;18.25;3.17
Silver Denarius of Antoninus Pius- Rome- AD 141. 1944.100.48363 ;AD-141.;5;18.0;3.03
Bronze As- Rome- 169 B.C. - 158 B.C.. 1969.83.284 ;169-B.C.;11;32.2;25.1
Silver Antoninianus of Probus- Rome- AD 276 - AD 282. 1944.100.35832 ;AD-276;1;19.75;4.0
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.546 ;AD-141.;6;17.25;3.18
Bronze AE1 of Diocletian- Thessalonica- AD 300 - AD 301. 1944.100.3667 ;AD-300;12;27.5;10.0
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1427 ;AD-103;6;18.0;3.12
Bronze Sestertius of Gaius/Caligula- Rome- AD 39 - AD 40. 1944.100.39336 ;AD-39;6;33.0;28.84
Silver Denarius of Augustus- Uncertain value- 32 BC - 29 BC. 1947.2.411 ;32-BC;3;21.0;3.79
Silver Denarius of Antoninus Pius- Rome- AD 156 - AD 157. 1956.127.776 ;AD-156;6;17.5;3.19
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9293 ;AD-333;6;18.0;2.72
Silver Antoninianus of Diocletian- Antioch- AD 285 - AD 295. 1944.100.38275 ;AD-285;11;20.5;4.44
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1944.100.44833 ;AD-119;6;16.5;3.23
Silver Denarius- Rome- 131 B.C.. 1963.237.83 ;131-B.C..;6;18.5;2.83
Bronze Sestertius of Hadrian- Rome- AD 137. 1944.100.47486 ;AD-137.;6;30.0;23.21
Silver Denarius of Trajan- Rome- AD 101 - AD 102. 1956.127.1408 ;AD-101;6;18.5;3.24
Bronze Sestertius of Postumus- Lugdunum- AD 260 - AD 269. 1948.8.143 ;AD-260;6;29.5;17.12
Bronze As- Rome- 155 B.C.. 1969.83.291 ;155-B.C..;8;29.0;17.28
Silver Denarius of Vespasian- Rome- AD 71. 1944.100.39909 ;AD-71.;7;17.0;2.75
Bronze AE1 of Diocletian- Heraclea- AD 297 - AD 298. 1944.100.3920 ;AD-297;6;26.0;7.17
Bronze Dupondius of Vespasian- Lugdunum- AD 77 - AD 78. 1944.100.41611 ;AD-77;6;27.0;10.86
Silver Antoninianus of Maximian- Lugdunum- AD 289. 1944.100.38001 ;AD-289.;6;22.5;3.76
Bronze Dupondius of Tiberius- Rome- AD 22 - AD 23. 1944.100.39218 ;AD-22;7;30.0;13.96
Silver Denarius of Domitian- Rome- AD 81. 1944.100.42453 ;AD-81.;6;19.0;3.26
Silver Denarius of Antoninus Pius- Rome- AD 141. 1960.170.236 ;AD-141.;10;17.5;3.27
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1449 ;AD-103;7;18.5;3.17
Bronze Sestertius of Claudius- Rome- AD 41 - AD 50. 1947.97.332 ;AD-41;6;34.0;22.11
Silver Antoninianus of Gordian III- Rome- AD 243 - AD 244. 1948.19.723 ;AD-243;12;23.5;4.09
Silver Denarius of Vespasian- Rome- AD 76. 1956.127.45 ;AD-76.;6;19.0;3.27
Bronze AE2 of Galerius- Heraclea- AD 311. 1944.100.3986 ;AD-311.;6;25.0;5.31
Bronze Dupondius of Tiberius- Rome- AD 22 - AD 23. 1929.66.10 ;AD-22;12;28.5;14.43
Bronze Sestertius of Gordian III- Rome- AD 239. 1965.32.16 ;AD-239.;11;30.3;12.96
Bronze Quadrans- Rome- 179 B.C. - 170 B.C.. 1948.8.204 ;179-B.C.;1;22.0;7.7
Silver Denarius of Domitian- Rome- AD 92. 1956.28.156 ;AD-92.;7;18.0;2.97
Bronze Sestertius of Domitian- Rome- AD 81. 1944.100.42561 ;AD-81.;6;35.0;28.58
Bronze As of Antoninus Pius- Rome- AD 145 - AD 161. 1957.172.1722 ;AD-145;12;26.0;10.8
Bronze AE3 of Constantius II- Alexandria- AD 340. 1944.100.85116 ;AD-340.;6;16.0;1.88
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1944.100.8719 ;AD-317;5;19.5;3.89
Bronze Sestertius of Gordian III- Rome- AD 241 - AD 244. 1946.35.118 ;AD-241;12;30.0;17.72
Silver Denarius of Vespasian- Rome- AD 79. 1948.19.1096 ;AD-79.;6;18.0;3.17
Bronze As of Augustus- Rome- 16 BC. 1944.100.38369 ;16-BC.;9;28.5;9.61
Silver Denarius of Titus- Rome- AD 80 - AD 81. 1954.18.157 ;AD-80;6;17.25;3.0
Silver Drachma- Colophon- 323 B.C. - 319 B.C.. 1952.123.266 ;323-B.C.;11;17.7;4.19
Silver Antoninianus of Gordian III- Rome- AD 241 - AD 243. 1948.19.601 ;AD-241;6;23.0;3.98
Silver Denarius of Vespasian- Rome- AD 77 - AD 78. 1944.100.39943 ;AD-77;6;18.0;3.29
Bronze As of Titus- Rome- AD 80 - AD 81. 1951.61.51 ;AD-80;6;27.0;11.39
Silver Denarius of Antoninus Pius- Rome- AD 150 - AD 151. 1956.127.1868 ;AD-150;6;18.5;3.22
Bronze As- Rome- 90 B.C.. 1944.100.885 ;90-B.C..;3;28.3;10.55
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.212 ;AD-125;6;18.0;3.5
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.1855 ;AD-145;7;17.5;3.37
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1969.222.1315 ;AD-134;6;18.5;3.03
Silver Denarius of Septimius Severus- Rome- AD 196 - AD 197. 1956.127.1253 ;AD-196;12;18.2;3.26
Bronze AE3 of Constantine I- Cyzicus- AD 324 - AD 325. 1944.100.8827 ;AD-324;12;19.0;3.19
Bronze AE1 of Diocletian- Antioch- AD 302 - AD 303. 1944.100.4254 ;AD-302;6;25.5;9.18
Silver Denarius of Hadrian- Rome- AD 118. 1956.127.88 ;AD-118.;6;17.0;3.59
Bronze AE3 of Constantine I- Constantinople- AD 336 - AD 337. 1944.100.9386 ;AD-336;6;16.0;1.66
Bronze AE3 of Constantine I- Constantinople- AD 330 - AD 333. 1944.100.9222 ;AD-330;12;17.0;2.65
Bronze As of Trajan- Rome- AD 98 - AD 99. 1944.100.44689 ;AD-98;6;27.0;14.23
Silver Denarius of Trajan- Rome- AD 98 - AD 99. 1948.19.1135 ;AD-98;6;19.0;2.82
Silver Denarius of Augustus- Emerita- 25 BC - 23 BC. 1948.19.1029 ;25-BC;2;20.0;3.53
Silver Antoninianus of Maximian- Ticinum- AD 285 - AD 288. 1947.99.44 ;AD-285;12;21.0;3.74
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1956.127.1750 ;AD-119;6;18.0;3.22
Silver Denarius of Titus- Rome- AD 79. 1956.127.52 ;AD-79.;5;18.0;3.17
Bronze AE1 of Diocletian- Heraclea- AD 296 - AD 297. 1944.100.3840 ;AD-296;12;28.0;8.85
Bronze AE1 of Diocletian- Antioch- AD 304 - AD 305. 1944.100.4283 ;AD-304;6;29.0;10.7
Silver Denarius of Maximinus Thrax- Rome- AD 236 - AD 238. 1944.100.8573 ;AD-236;6;21.3;2.68
Bronze Sestertius of Antoninus Pius- Rome- AD 151 - AD 152. 1946.35.21 ;AD-151;6;34.0;30.9
Silver Denarius of Augustus- Rome- 13 BC. 1955.22.8 ;13-BC.;8;18.0;3.64
Silver Drachma- Colophon- 310 B.C. - 301 B.C.. 1952.123.281 ;310-B.C.;12;16.0;4.21
Silver Denarius of Septimius Severus- Laodicea ad Mare- AD 194. 1956.127.1256 ;AD-194.;1;16.5;2.75
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9050 ;AD-330;5;17.5;2.08
Bronze AE1 of Galerius- Serdica- AD 305 - AD 306. 1944.100.4067 ;AD-305;11;27.0;8.44
Bronze Fraction of Diocletian- Cyzicus- AD 295 - AD 299. 1944.100.38120 ;AD-295;6;20.5;3.16
Bronze AE4 of Theodosius I- Cyzicus- AD 388 - AD 392. 1956.28.102 ;AD-388;6;12.5;0.82
Silver Antoninianus of Maximian- Lugdunum- AD 289. 1944.100.37996 ;AD-289.;2;21.5;3.44
Bronze AE3 of Constantius II- Constantinople- AD 337 - AD 340. 1944.100.85111 ;AD-337;5;16.5;1.397
Bronze As of Gaius/Caligula- Rome- AD 37 - AD 38. 1944.100.39339 ;AD-37;6;28.0;12.7
Bronze AE3 of Constantine I- Constantinople- AD 330 - AD 333. 1944.100.9219 ;AD-330;6;19.0;2.86
Bronze AE3 of Constantine I- Cyzicus- AD 326 - AD 327. 1944.100.8928 ;AD-326;11;19.0;2.51
Bronze Sestertius of Trajan- Rome- AD 98 - AD 117. 1944.100.44785 ;AD-98;6;34.0;26.32
Silver Denarius of Domitian- Rome- AD 92. 1944.100.42500 ;AD-92.;6;19.0;3.23
Bronze Sestertius of Gaius/Caligula- Rome- AD 37 - AD 41. 1957.172.1524 ;AD-37;6;35.0;26.11
Bronze Quadrans of Hadrian- Rome- AD 132 - AD 134. 1944.100.47389 ;AD-132;6;15.0;2.86
Bronze Sestertius of Antoninus Pius- Rome- AD 140 - AD 144. 1957.172.1715 ;AD-140;6;33.0;23.08
Bronze Sestertius of Hadrian- Rome- AD 128 - AD 136. 1944.100.47474 ;AD-128;6;29.0;26.06
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1956.127.157 ;AD-125;6;16.0;3.36
Silver Denarius of Vespasian- Rome- AD 77 - AD 78. 1956.127.30 ;AD-77;5;18.75;3.26
Bronze AE3 of Constantine I- Cyzicus- AD 324 - AD 325. 1944.100.8849 ;AD-324;12;19.5;2.83
Bronze Sestertius of Tiberius- Rome- AD 22 - AD 23. 1944.100.39213 ;AD-22;6;33.0;26.2
Bronze Dupondius of Tiberius- Rome- AD 22 - AD 23. 1964.79.12 ;AD-22;6;28.0;13.37
Silver Denarius of Vespasian- Rome- AD 70. 1944.100.39901 ;AD-70.;6;17.0;3.37
Silver Denarius Serratus- Rome- 105 B.C.. 1947.97.603 ;105-B.C..;12;18.5;3.34
Silver Denarius of Vespasian- Lugdunum- AD 71. 1944.100.39961 ;AD-71.;6;16.5;3.1
Silver Antoninianus of Diocletian- Antioch- AD 285. 1944.100.38142 ;AD-285.;12;23.0;3.49
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.596 ;AD-141.;6;19.5;3.38
Bronze AE3 of Constantine I- Alexandria- AD 335 - AD 337. 1954.123.20 ;AD-335;12;16.0;1.51
Bronze Sestertius of Postumus- Lugdunum- AD 260 - AD 269. 1951.23.11 ;AD-260;6;32.5;23.72
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1969.214.15 ;AD-317;7;19.5;3.24
Silver Denarius of Hadrian- Rome- AD 118. 1956.127.1737 ;AD-118.;6;18.0;3.15
Bronze Dupondius of Nerva- Rome- AD 97. 1944.100.42658 ;AD-97.;6;27.0;13.03
Bronze AE1 of Diocletian- Antioch- AD 300 - AD 301. 1944.100.4179 ;AD-300;11;26.5;10.86
Silver Antoninianus of Gordian III- Rome- AD 241 - AD 243. 1960.170.120 ;AD-241;12;22.0;4.16
Silver Denarius of Severus Alexander- Rome- AD 225 - AD 235. 1948.19.1908 ;AD-225;12;20.3;3.26
Silver Drachma of Philip III Arrhidaeus- Colophon- 323 B.C. - 319 B.C.. 1952.123.270 ;323-B.C.;12;16.7;4.23
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1944.100.43524 ;AD-103;7;17.0;3.06
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1944.100.43571 ;AD-103;7;18.0;3.13
Silver Denarius of Domitian- Rome- AD 81. 1956.127.1364 ;AD-81.;8;18.0;3.03
Silver Denarius of Severus Alexander- Rome- AD 225 - AD 235. 1948.19.1897 ;AD-225;6;20.3;3.48
Bronze AE3 of Theodosius I- Cyzicus- AD 393 - AD 395. 1947.99.34 ;AD-393;6;16.0;2.07
