Nombre,Fecha,Axis,Diametro,Peso,Anverso,Reverso
Bronze AE3 of Constantine I- Siscia- AD 320. 1957.159.12 ,AD-320.,7,20.0,3.87,http://numismatics.org/collectionimages/19501999/1957/1957.159.12.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.159.12.rev.width350.jpg
Bronze Large AE2 of Magnentius- Rome- AD 351 - AD 352. 1948.8.119 ,AD-351,12,21.5,4.47,http://numismatics.org/collectionimages/19001949/1948/1948.8.119.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.8.119.rev.width350.jpg
Bronze AE2 of Maximinus Daia- Antioch- AD 308. 1944.100.4353 ,AD-308.,6,23.5,6.34,http://numismatics.org/collectionimages/19001949/1944/1944.100.4353.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4353.rev.width350.jpg
Bronze AE1 of Diocletian- Antioch- AD 298. 1944.100.4125 ,AD-298.,6,26.5,10.9,http://numismatics.org/collectionimages/19001949/1944/1944.100.4125.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4125.rev.width350.jpg
Bronze As of Trajan- Rome- AD 101 - AD 102. 1944.100.44698 ,AD-101,6,27.0,10.77,http://numismatics.org/collectionimages/19001949/1944/1944.100.44698.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.44698.rev.width350.jpg
Bronze AE3 of Constantine I- Cyzicus- AD 324 - AD 325. 1944.100.8839 ,AD-324,12,19.5,4.19,http://numismatics.org/collectionimages/19001949/1944/1944.100.8839.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8839.rev.width350.jpg
Bronze AE1 of Diocletian- Antioch- AD 302 - AD 303. 1944.100.4248 ,AD-302,12,26.5,9.02,http://numismatics.org/collectionimages/19001949/1944/1944.100.4248.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4248.rev.width350.jpg
Bronze AE1 of Maximian- Ticinum- AD 304 - AD 305. 1944.100.85143 ,AD-304,6,26.0,7.25,http://numismatics.org/collectionimages/19001949/1944/1944.100.85143.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.85143.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 162. 1956.127.792 ,AD-161,6,17.5,3.26,http://numismatics.org/collectionimages/19501999/1956/1956.127.792.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.792.rev.width350.jpg
Bronze Sestertius of Hadrian- Rome- AD 134 - AD 138. 1944.100.47394 ,AD-134,6,30.0,22.23,http://numismatics.org/collectionimages/19001949/1944/1944.100.47394.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.47394.rev.width350.jpg
Bronze Sestertius of Postumus- Lugdunum- AD 260. 1951.23.6 ,AD-260.,6,32.5,21.56,http://numismatics.org/collectionimages/19501999/1951/1951.23.6.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1951/1951.23.6.rev.width350.jpg
Bronze Sestertius of Marcus Aurelius- Rome- AD 164 - AD 169. 1951.189.1 ,AD-164,6,30.0,24.68,http://numismatics.org/collectionimages/19501999/1951/1951.189.1.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1951/1951.189.1.rev.width350.jpg
Bronze As of Titus- Rome- AD 80 - AD 81. 1944.100.41820 ,AD-80,6,27.0,10.4,http://numismatics.org/collectionimages/19001949/1944/1944.100.41820.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.41820.rev.width350.jpg
Bronze Semis of Augustus- Lugdunum- AD 12 - AD 14. 1944.100.39267 ,AD-12,9,19.0,4.66,http://numismatics.org/collectionimages/19001949/1944/1944.100.39267.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39267.rev.width350.jpg
Bronze Sestertius of Antoninus Pius- Rome- AD 140 - AD 144. 1955.59.22 ,AD-140,12,33.0,24.83,http://numismatics.org/collectionimages/19501999/1955/1955.59.22.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1955/1955.59.22.rev.width350.jpg
Silver Denarius of Vespasian- Rome- AD 77 - AD 78. 1956.127.1332 ,AD-77,6,19.0,3.21,http://numismatics.org/collectionimages/19501999/1956/1956.127.1332.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1332.rev.width350.jpg
Bronze AE3 of Constantine I- Constantinople- AD 336 - AD 337. 1944.100.9380 ,AD-336,11,13.0,1.29,http://numismatics.org/collectionimages/19001949/1944/1944.100.9380.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.9380.rev.width350.jpg
Bronze Dupondius of Nero- Rome- AD 64 - AD 68. 1944.100.39743 ,AD-64,6,27.5,13.86,http://numismatics.org/collectionimages/19001949/1944/1944.100.39743.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39743.rev.width350.jpg
Bronze As of Hadrian- Rome- AD 128 - AD 136. 1955.18.8 ,AD-128,12,24.0,10.98,http://numismatics.org/collectionimages/19501999/1955/1955.18.8.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1955/1955.18.8.rev.width350.jpg
Silver Denarius of Vespasian- Rome- AD 79. 1956.127.1337 ,AD-79.,6,17.5,3.21,http://numismatics.org/collectionimages/19501999/1956/1956.127.1337.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1337.rev.width350.jpg
Bronze Sestertius of Hadrian- Rome- AD 134 - AD 138. 1944.100.47424 ,AD-134,6,32.0,26.51,http://numismatics.org/collectionimages/19001949/1944/1944.100.47424.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.47424.rev.width350.jpg
Bronze AE2 of Maximinus Daia- Antioch- AD 309. 1944.100.4400 ,AD-309.,6,25.0,6.52,http://numismatics.org/collectionimages/19001949/1944/1944.100.4400.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4400.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 148 - AD 149. 1956.28.248 ,AD-148,6,19.5,3.07,http://numismatics.org/collectionimages/19501999/1956/1956.28.248.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.28.248.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 118. 1956.127.1727 ,AD-118.,7,18.0,3.15,http://numismatics.org/collectionimages/19501999/1956/1956.127.1727.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1727.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1944.100.43501 ,AD-103,7,18.0,3.11,http://numismatics.org/collectionimages/19001949/1944/1944.100.43501.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.43501.rev.width350.jpg
Bronze Sestertius of Commodus- Rome- AD 178 - AD 191. 1946.35.66 ,AD-178,11,32.0,21.09,http://numismatics.org/collectionimages/19001949/1946/1946.35.66.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1946/1946.35.66.rev.width350.jpg
Silver Antoninianus of Diocletian- Cyzicus- AD 284 - AD 294. 1944.100.38107 ,AD-284,7,23.0,4.89,http://numismatics.org/collectionimages/19001949/1944/1944.100.38107.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.38107.rev.width350.jpg
Bronze Sestertius of Hadrian- Rome- AD 119 - AD 121. 1944.100.45628 ,AD-119,6,34.0,27.68,http://numismatics.org/collectionimages/19001949/1944/1944.100.45628.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.45628.rev.width350.jpg
Bronze As of Marcus Aurelius- Rome- AD 161 - AD 176. 1951.61.72 ,AD-161,10,30.0,14.14,http://numismatics.org/collectionimages/19501999/1951/1951.61.72.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1951/1951.61.72.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.397 ,AD-145,6,16.0,3.33,http://numismatics.org/collectionimages/19501999/1956/1956.127.397.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.397.rev.width350.jpg
Bronze AE3 of Constantine I- Cyzicus- AD 324 - AD 325. 1944.100.8833 ,AD-324,12,19.0,3.03,http://numismatics.org/collectionimages/19001949/1944/1944.100.8833.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8833.rev.width350.jpg
Silver Drachma of Philip III Arrhidaeus- Colophon- 323 B.C. - 319 B.C.. 1965.77.150 ,323-B.C.,12,17.3,4.28,http://numismatics.org/collectionimages/19501999/1965/1965.77.150.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1965/1965.77.150.rev.width350.jpg
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36111 ,AD-276,12,22.75,3.81,http://numismatics.org/collectionimages/19001949/1944/1944.100.36111.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.36111.rev.width350.jpg
Bronze Sestertius of Trajan- Rome- AD 98 - AD 99. 1944.100.44685 ,AD-98,5,33.0,25.04,http://numismatics.org/collectionimages/19001949/1944/1944.100.44685.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.44685.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1951.117.10 ,AD-134,6,17.0,3.16,http://numismatics.org/collectionimages/19501999/1951/1951.117.10.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1951/1951.117.10.rev.width350.jpg
Bronze Dupondius of Antoninus Pius- Rome- AD 141. 1947.97.456 ,AD-141.,6,25.0,12.64,http://numismatics.org/collectionimages/19001949/1947/1947.97.456.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1947/1947.97.456.rev.width350.jpg
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9303 ,AD-333,7,17.5,2.39,http://numismatics.org/collectionimages/19001949/1944/1944.100.9303.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.9303.rev.width350.jpg
Silver Antoninianus of Carus- Lugdunum- AD 282 - AD 283. 1955.3.3 ,AD-282,6,23.0,4.08,http://numismatics.org/collectionimages/19501999/1955/1955.3.3.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1955/1955.3.3.rev.width350.jpg
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9019 ,AD-330,5,17.0,2.74,http://numismatics.org/collectionimages/19001949/1944/1944.100.9019.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.9019.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.684 ,AD-141.,6,17.5,3.58,http://numismatics.org/collectionimages/19501999/1956/1956.127.684.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.684.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 144. 1956.127.716 ,AD-140,12,17.25,3.31,http://numismatics.org/collectionimages/19501999/1956/1956.127.716.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.716.rev.width350.jpg
Bronze AE3 of Constantine I- Cyzicus- AD 325 - AD 326. 1944.100.8867 ,AD-325,12,19.0,2.74,http://numismatics.org/collectionimages/19001949/1944/1944.100.8867.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8867.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1956.127.1666 ,AD-114,6,19.0,3.31,http://numismatics.org/collectionimages/19501999/1956/1956.127.1666.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1666.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1956.127.1691 ,AD-114,6,17.5,3.18,http://numismatics.org/collectionimages/19501999/1956/1956.127.1691.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1691.rev.width350.jpg
Bronze AE3 of Constantine I- Constantinople- AD 328. 1944.100.9172 ,AD-328.,11,18.5,2.91,http://numismatics.org/collectionimages/19001949/1944/1944.100.9172.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.9172.rev.width350.jpg
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36213 ,AD-276,6,20.7,3.96,http://numismatics.org/collectionimages/19001949/1944/1944.100.36213.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.36213.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.713 ,AD-141.,6,17.5,3.64,http://numismatics.org/collectionimages/19501999/1956/1956.127.713.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.713.rev.width350.jpg
Bronze Sestertius of Philip the Arab- Rome- AD 244 - AD 246. 1948.19.678 ,AD-244,11,29.9,19.35,http://numismatics.org/collectionimages/19001949/1948/1948.19.678.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.678.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1956.127.1761 ,AD-119,6,20.0,3.53,http://numismatics.org/collectionimages/19501999/1956/1956.127.1761.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1761.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1964.134.8 ,AD-145,6,17.0,3.12,http://numismatics.org/collectionimages/19501999/1964/1964.134.8.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1964/1964.134.8.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 176 - AD 177. 1948.19.1331 ,AD-176,12,18.5,3.34,http://numismatics.org/collectionimages/19001949/1948/1948.19.1331.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1331.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 173 - AD 174. 1956.127.869 ,AD-173,6,18.0,3.34,http://numismatics.org/collectionimages/19501999/1956/1956.127.869.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.869.rev.width350.jpg
Bronze Sestertius of Trajan- Rome- AD 103 - AD 111. 1944.100.44703 ,AD-103,6,33.0,25.87,http://numismatics.org/collectionimages/19001949/1944/1944.100.44703.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.44703.rev.width350.jpg
Bronze As of Trajan- Rome- AD 114 - AD 117. 1947.2.453 ,AD-114,6,27.0,10.26,http://numismatics.org/collectionimages/19001949/1947/1947.2.453.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1947/1947.2.453.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 125 - AD 128. 1957.172.1651 ,AD-125,6,16.5,3.12,http://numismatics.org/collectionimages/19501999/1957/1957.172.1651.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1651.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1525 ,AD-103,6,17.0,3.1,http://numismatics.org/collectionimages/19501999/1956/1956.127.1525.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1525.rev.width350.jpg
Bronze As of Nero- Rome- AD 64 - AD 68. 1957.172.1552 ,AD-64,6,26.5,10.28,http://numismatics.org/collectionimages/19501999/1957/1957.172.1552.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1552.rev.width350.jpg
Silver Denarius of Caracalla- Rome- AD 215. 1948.19.1609 ,AD-215.,6,20.0,3.52,http://numismatics.org/collectionimages/19001949/1948/1948.19.1609.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1609.rev.width350.jpg
Bronze As- Rome- 169 B.C. - 158 B.C.. 1969.83.286 ,169-B.C.,4,32.1,26.33,http://numismatics.org/collectionimages/19501999/1969/1969.83.286.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1969/1969.83.286.rev.width350.jpg
Bronze AE3 of Constantine I- Constantinople- AD 336 - AD 337. 1944.100.9403 ,AD-336,12,16.0,1.57,http://numismatics.org/collectionimages/19001949/1944/1944.100.9403.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.9403.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 114. 1956.127.1680 ,AD-114.,7,17.5,3.27,http://numismatics.org/collectionimages/19501999/1956/1956.127.1680.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1680.rev.width350.jpg
Silver Antoninianus of Diocletian- Antioch- AD 285. 1944.100.38138 ,AD-285.,11,22.0,3.89,http://numismatics.org/collectionimages/19001949/1944/1944.100.38138.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.38138.rev.width350.jpg
Silver Cistophorus of Claudius- Pergamum- AD 41 - AD 54. 1944.100.39364 ,AD-41,6,26.0,10.3,http://numismatics.org/collectionimages/19001949/1944/1944.100.39364.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39364.rev.width350.jpg
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1944.100.8781 ,AD-317,11,19.0,2.62,http://numismatics.org/collectionimages/19001949/1944/1944.100.8781.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8781.rev.width350.jpg
Silver Antoninianus of Gallienus- Rome- AD 260 - AD 268. 1948.19.898 ,AD-260,6,21.0,4.15,http://numismatics.org/collectionimages/19001949/1948/1948.19.898.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.898.rev.width350.jpg
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1944.100.8754 ,AD-317,4,18.5,2.99,http://numismatics.org/collectionimages/19001949/1944/1944.100.8754.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8754.rev.width350.jpg
Bronze AE3 of Constantine I- Constantinople- AD 333 - AD 335. 1944.100.9295 ,AD-333,6,18.0,2.04,http://numismatics.org/collectionimages/19001949/1944/1944.100.9295.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.9295.rev.width350.jpg
Silver Antoninianus of Diocletian- Antioch- AD 285 - AD 295. 1944.100.38277 ,AD-285,12,21.0,3.48,http://numismatics.org/collectionimages/19001949/1944/1944.100.38277.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.38277.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 147 - AD 148. 1956.127.406 ,AD-147,6,16.5,3.41,http://numismatics.org/collectionimages/19501999/1956/1956.127.406.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.406.rev.width350.jpg
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1948.8.12 ,AD-330,12,17.5,2.17,http://numismatics.org/collectionimages/19001949/1948/1948.8.12.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.8.12.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 119 - AD 122. 1944.100.44831 ,AD-119,6,17.5,3.26,http://numismatics.org/collectionimages/19001949/1944/1944.100.44831.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.44831.rev.width350.jpg
Bronze Dupondius of Trajan- Rome- AD 103 - AD 111. 1944.100.44730 ,AD-103,7,25.0,14.59,http://numismatics.org/collectionimages/19001949/1944/1944.100.44730.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.44730.rev.width350.jpg
Silver Antoninianus of Diocletian- Heraclea- AD 291 - AD 292. 1944.100.38081 ,AD-291,6,22.0,3.87,http://numismatics.org/collectionimages/19001949/1944/1944.100.38081.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.38081.rev.width350.jpg
Bronze AE3 of Constantine I- Cyzicus- AD 328 - AD 329. 1944.100.8952 ,AD-328,6,17.0,2.63,http://numismatics.org/collectionimages/19001949/1944/1944.100.8952.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8952.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 101 - AD 102. 1956.127.1406 ,AD-101,6,17.5,3.25,http://numismatics.org/collectionimages/19501999/1956/1956.127.1406.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1406.rev.width350.jpg
Silver Antoninianus of Probus- Tripolis- AD 276 - AD 282. 1944.100.36292 ,AD-276,6,21.5,3.58,http://numismatics.org/collectionimages/19001949/1944/1944.100.36292.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.36292.rev.width350.jpg
Bronze Dupondius of Antoninus Pius- Rome- AD 156 - AD 157. 1944.100.48298 ,AD-156,11,26.0,16.91,http://numismatics.org/collectionimages/19001949/1944/1944.100.48298.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.48298.rev.width350.jpg
Bronze AE1 of Galerius- Heraclea- AD 305 - AD 306. 1944.100.3946 ,AD-305,6,27.0,10.58,http://numismatics.org/collectionimages/19001949/1944/1944.100.3946.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.3946.rev.width350.jpg
Bronze Sestertius of Antoninus Pius- Rome- AD 145 - AD 161. 1965.30.5 ,AD-145,11,30.0,29.54,http://numismatics.org/collectionimages/19501999/1965/1965.30.5.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1965/1965.30.5.rev.width350.jpg
Bronze As of Vespasian- Lugdunum- AD 77 - AD 78. 1944.100.41614 ,AD-77,7,28.0,11.77,http://numismatics.org/collectionimages/19001949/1944/1944.100.41614.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.41614.rev.width350.jpg
Silver Antoninianus of Probus- Ticinum- AD 276 - AD 282. 1944.100.35881 ,AD-276,12,23.5,3.63,http://numismatics.org/collectionimages/19001949/1944/1944.100.35881.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.35881.rev.width350.jpg
Bronze As of Macrinus- Rome- AD 217 - AD 218. 1951.61.84 ,AD-217,12,25.0,10.81,http://numismatics.org/collectionimages/19501999/1951/1951.61.84.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1951/1951.61.84.rev.width350.jpg
Silver Antoninianus of Maximian- Lugdunum- AD 289. 1944.100.38007 ,AD-289.,12,23.5,3.78,http://numismatics.org/collectionimages/19001949/1944/1944.100.38007.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.38007.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.626 ,AD-141.,6,17.0,3.49,http://numismatics.org/collectionimages/19501999/1956/1956.127.626.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.626.rev.width350.jpg
Bronze As of Nero- Rome- AD 64 - AD 68. 1944.100.39754 ,AD-64,6,26.5,10.95,http://numismatics.org/collectionimages/19001949/1944/1944.100.39754.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39754.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1969.222.1312 ,AD-134,6,18.0,3.01,http://numismatics.org/collectionimages/19501999/1969/1969.222.1312.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1969/1969.222.1312.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 169 - AD 170. 1948.19.1318 ,AD-169,6,19.0,3.72,http://numismatics.org/collectionimages/19001949/1948/1948.19.1318.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1318.rev.width350.jpg
Bronze AE2 of Galerius- Heraclea- AD 311. 1944.100.3984 ,AD-311.,12,24.5,7.43,http://numismatics.org/collectionimages/19001949/1944/1944.100.3984.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.3984.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1948.19.1148 ,AD-103,6,18.0,3.62,http://numismatics.org/collectionimages/19001949/1948/1948.19.1148.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1148.rev.width350.jpg
Bronze Dupondius of Nerva- Rome- AD 96. 1947.2.447 ,AD-96.,6,27.0,10.97,http://numismatics.org/collectionimages/19001949/1947/1947.2.447.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1947/1947.2.447.rev.width350.jpg
Silver Denarius- Rome- 211 B.C.. 1963.237.74 ,211-B.C..,6,19.0,3.31,http://numismatics.org/collectionimages/19501999/1963/1963.237.74.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1963/1963.237.74.rev.width350.jpg
Silver Antoninianus of Probus- Rome- AD 276 - AD 282. 1954.18.143 ,AD-276,12,22.7,3.57,http://numismatics.org/collectionimages/19501999/1954/1954.18.143.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1954/1954.18.143.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 162. 1956.28.270 ,AD-161,12,17.5,3.04,http://numismatics.org/collectionimages/19501999/1956/1956.28.270.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.28.270.rev.width350.jpg
Silver Antoninianus of Gordian III- Rome- AD 241 - AD 243. 1956.28.77 ,AD-241,7,21.4,4.37,http://numismatics.org/collectionimages/19501999/1956/1956.28.77.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.28.77.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 168 - AD 169. 1956.127.827 ,AD-168,6,17.5,3.38,http://numismatics.org/collectionimages/19501999/1956/1956.127.827.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.827.rev.width350.jpg
Silver Denarius of Augustus- Lugdunum- 12 BC. 1957.172.1495 ,12-BC.,10,17.0,3.82,http://numismatics.org/collectionimages/19501999/1957/1957.172.1495.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1495.rev.width350.jpg
Bronze AE2 of Maximinus Daia- Antioch- AD 309. 1944.100.4418 ,AD-309.,12,26.0,6.56,http://numismatics.org/collectionimages/19001949/1944/1944.100.4418.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4418.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 98 - AD 99. 1956.127.78 ,AD-98,6,18.0,3.51,http://numismatics.org/collectionimages/19501999/1956/1956.127.78.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.78.rev.width350.jpg
Silver Antoninianus of Trajan Decius- Rome- AD 249 - AD 251. 1948.19.696 ,AD-249,6,22.0,3.71,http://numismatics.org/collectionimages/19001949/1948/1948.19.696.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.696.rev.width350.jpg
Bronze Quadrans of Augustus- Rome- 9 BC. 1944.100.38377 ,9-BC.,3,16.0,3.08,http://numismatics.org/collectionimages/19001949/1944/1944.100.38377.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.38377.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 112 - AD 114. 1956.127.1632 ,AD-112,7,19.0,3.33,http://numismatics.org/collectionimages/19501999/1956/1956.127.1632.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1632.rev.width350.jpg
Silver Antoninianus of Gordian III- Rome- AD 241 - AD 243. 1948.19.607 ,AD-241,1,22.5,4.24,http://numismatics.org/collectionimages/19001949/1948/1948.19.607.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.607.rev.width350.jpg
Silver Drachma- Colophon- 323 B.C. - 319 B.C.. 1952.123.264 ,323-B.C.,1,18.5,4.07,http://numismatics.org/collectionimages/19501999/1952/1952.123.264.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1952/1952.123.264.rev.width350.jpg
