Nombre,Fecha,Axis,Diametro,Peso,Anverso,Reverso
Bronze AE2 of Maximinus Daia- Antioch- AD 310. 1944.100.4442 ,AD-310.,12,22.5,6.21,http://numismatics.org/collectionimages/19001949/1944/1944.100.4442.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4442.rev.width350.jpg
Silver Antoninianus of Probus- Tripolis- AD 276 - AD 282. 1944.100.36299 ,AD-276,6,21.8,3.93,http://numismatics.org/collectionimages/19001949/1944/1944.100.36299.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.36299.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 98 - AD 99. 1956.127.1388 ,AD-98,7,19.5,3.55,http://numismatics.org/collectionimages/19501999/1956/1956.127.1388.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1388.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1944.100.43540 ,AD-103,7,20.0,3.41,http://numismatics.org/collectionimages/19001949/1944/1944.100.43540.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.43540.rev.width350.jpg
Silver Antoninianus of Diocletian- Cyzicus- AD 284 - AD 294. 1944.100.38088 ,AD-284,12,20.5,3.98,http://numismatics.org/collectionimages/19001949/1944/1944.100.38088.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.38088.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1944.100.43629 ,AD-114,7,19.0,2.63,http://numismatics.org/collectionimages/19001949/1944/1944.100.43629.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.43629.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 118. 1944.100.44799 ,AD-118.,7,19.0,3.13,http://numismatics.org/collectionimages/19001949/1944/1944.100.44799.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.44799.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 137. 1956.127.321 ,AD-137.,7,17.5,3.32,http://numismatics.org/collectionimages/19501999/1956/1956.127.321.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.321.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 176 - AD 180. 1956.127.886 ,AD-176,6,17.25,3.24,http://numismatics.org/collectionimages/19501999/1956/1956.127.886.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.886.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 114 - AD 117. 1956.127.1663 ,AD-114,6,19.0,3.23,http://numismatics.org/collectionimages/19501999/1956/1956.127.1663.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1663.rev.width350.jpg
Silver Denarius of Severus Alexander- Rome- AD 223. 1948.19.1809 ,AD-223.,6,19.0,3.39,http://numismatics.org/collectionimages/19001949/1948/1948.19.1809.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1809.rev.width350.jpg
Silver Antoninianus of Trajan Decius- Rome- AD 249 - AD 251. 1948.19.693 ,AD-249,1,21.5,4.13,http://numismatics.org/collectionimages/19001949/1948/1948.19.693.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.693.rev.width350.jpg
Silver Quinarius of Augustus- Emerita- 25 BC - 23 BC. 1944.100.39025 ,25-BC,2,14.5,1.75,http://numismatics.org/collectionimages/19001949/1944/1944.100.39025.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39025.rev.width350.jpg
Silver Cistophorus of Augustus- Pergamum- 27 BC - 26 BC. 1955.21.3 ,27-BC,12,25.5,11.55,http://numismatics.org/collectionimages/19501999/1955/1955.21.3.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1955/1955.21.3.rev.width350.jpg
Bronze AE1 of Diocletian- Heraclea- AD 297 - AD 298. 1944.100.3918 ,AD-297,11,26.5,8.6,http://numismatics.org/collectionimages/19001949/1944/1944.100.3918.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.3918.rev.width350.jpg
Bronze As of Nero- Rome- AD 64 - AD 68. 1944.100.39751 ,AD-64,6,27.0,11.15,http://numismatics.org/collectionimages/19001949/1944/1944.100.39751.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39751.rev.width350.jpg
Bronze AE2 of Maximinus Daia- Antioch- AD 312. 1944.100.4474 ,AD-312.,6,21.0,4.41,http://numismatics.org/collectionimages/19001949/1944/1944.100.4474.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4474.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1520 ,AD-103,6,18.0,3.09,http://numismatics.org/collectionimages/19501999/1956/1956.127.1520.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1520.rev.width350.jpg
Silver Drachma- Colophon- 319 B.C. - 310 B.C.. 1952.123.275 ,319-B.C.,12,16.5,4.31,http://numismatics.org/collectionimages/19501999/1952/1952.123.275.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1952/1952.123.275.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 141. 1956.127.623 ,AD-141.,6,17.0,3.4,http://numismatics.org/collectionimages/19501999/1956/1956.127.623.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.623.rev.width350.jpg
Bronze AE1 of Diocletian- Antioch- AD 304 - AD 305. 1944.100.4266 ,AD-304,11,25.5,9.64,http://numismatics.org/collectionimages/19001949/1944/1944.100.4266.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4266.rev.width350.jpg
Bronze Dupondius of Nero- Lugdunum- AD 64 - AD 68. 1944.100.39789 ,AD-64,7,30.0,13.75,http://numismatics.org/collectionimages/19001949/1944/1944.100.39789.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39789.rev.width350.jpg
Silver Antoninianus of Carus- Antioch- AD 282 - AD 283. 1944.100.36495 ,AD-282,6,21.0,3.89,http://numismatics.org/collectionimages/19001949/1944/1944.100.36495.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.36495.rev.width350.jpg
Silver Antoninianus of Probus- Antioch- AD 276 - AD 282. 1944.100.36129 ,AD-276,6,20.3,3.6,http://numismatics.org/collectionimages/19001949/1944/1944.100.36129.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.36129.rev.width350.jpg
Bronze Sestertius of Hadrian- Rome- AD 134 - AD 138. 1944.100.47462 ,AD-134,12,30.0,24.04,http://numismatics.org/collectionimages/19001949/1944/1944.100.47462.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.47462.rev.width350.jpg
Bronze AE3 of Constantine I- Antioch- AD 326 - AD 327. 1948.8.11 ,AD-326,5,18.5,2.58,http://numismatics.org/collectionimages/19001949/1948/1948.8.11.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.8.11.rev.width350.jpg
Bronze Sestertius of Titus- Rome- AD 80 - AD 81. 1957.172.1593 ,AD-80,7,33.0,30.55,http://numismatics.org/collectionimages/19501999/1957/1957.172.1593.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1593.rev.width350.jpg
Bronze AE2 of Maximinus Daia- Antioch- AD 310 - AD 311. 1944.100.4439 ,AD-310,12,23.5,6.97,http://numismatics.org/collectionimages/19001949/1944/1944.100.4439.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4439.rev.width350.jpg
Bronze Sestertius of Elagabalus- Rome- AD 218 - AD 222. 1954.203.239 ,AD-218,12,33.0,26.16,http://numismatics.org/collectionimages/19501999/1954/1954.203.239.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1954/1954.203.239.rev.width350.jpg
Bronze AE2 of Maximinus Daia- Alexandria- AD 308. 1948.69.1 ,AD-308.,6,23.5,6.66,http://numismatics.org/collectionimages/19001949/1948/1948.69.1.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.69.1.rev.width350.jpg
Bronze AE2 of Licinius- Thessalonica- AD 311. 1944.100.3716 ,AD-311.,12,22.5,6.06,http://numismatics.org/collectionimages/19001949/1944/1944.100.3716.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.3716.rev.width350.jpg
Bronze AE3 of Constantine I- Antioch- AD 330 - AD 335. 1944.100.9021 ,AD-330,12,18.0,2.78,http://numismatics.org/collectionimages/19001949/1944/1944.100.9021.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.9021.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 139. 1965.32.29 ,AD-139.,6,16.0,3.28,http://numismatics.org/collectionimages/19501999/1965/1965.32.29.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1965/1965.32.29.rev.width350.jpg
Bronze AE3 of Constantine I- Constantinople- AD 336 - AD 337. 1944.100.9425 ,AD-336,11,14.0,1.56,http://numismatics.org/collectionimages/19001949/1944/1944.100.9425.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.9425.rev.width350.jpg
Bronze Sestertius of Titus- Rome- AD 80 - AD 81. 2000.5.12 ,AD-80,6,33.0,22.9,http://numismatics.org/collectionimages/20002049/2000/2000.5.12.obv.width350.jpg,http://numismatics.org/collectionimages/20002049/2000/2000.5.12.rev.width350.jpg
Bronze Quadrans of Hadrian- Rome- AD 121 - AD 122. 1944.100.47331 ,AD-121,6,18.0,3.96,http://numismatics.org/collectionimages/19001949/1944/1944.100.47331.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.47331.rev.width350.jpg
Bronze As- Rome- 169 B.C. - 158 B.C.. 1969.83.274 ,169-B.C.,8,31.9,25.87,http://numismatics.org/collectionimages/19501999/1969/1969.83.274.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1969/1969.83.274.rev.width350.jpg
Bronze As of Antoninus Pius- Rome- AD 145 - AD 161. 1944.100.48269 ,AD-145,6,25.0,12.02,http://numismatics.org/collectionimages/19001949/1944/1944.100.48269.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.48269.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 145 - AD 161. 1956.127.923 ,AD-145,12,16.25,3.02,http://numismatics.org/collectionimages/19501999/1956/1956.127.923.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.923.rev.width350.jpg
Silver Denarius of Domitian- Rome- AD 95 - AD 96. 1944.100.42523 ,AD-95,6,19.0,3.55,http://numismatics.org/collectionimages/19001949/1944/1944.100.42523.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.42523.rev.width350.jpg
Bronze As- Rome- 207 B.C.. 1969.83.251 ,207-B.C..,8,36.0,41.93,http://numismatics.org/collectionimages/19501999/1969/1969.83.251.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1969/1969.83.251.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 153 - AD 154. 1956.127.452 ,AD-153,6,17.5,3.13,http://numismatics.org/collectionimages/19501999/1956/1956.127.452.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.452.rev.width350.jpg
Silver Denarius of Septimius Severus- Rome- AD 196 - AD 211. 1960.170.383 ,AD-196,12,18.6,2.78,http://numismatics.org/collectionimages/19501999/1960/1960.170.383.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1960/1960.170.383.rev.width350.jpg
Bronze Semis- Rome- 211 B.C.. 1969.83.160 ,211-B.C..,1,26.0,15.87,http://numismatics.org/collectionimages/19501999/1969/1969.83.160.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1969/1969.83.160.rev.width350.jpg
Bronze Dupondius of Tiberius- Rome- AD 22 - AD 23. 1944.100.39280 ,AD-22,12,29.5,13.99,http://numismatics.org/collectionimages/19001949/1944/1944.100.39280.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39280.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 134 - AD 138. 1956.127.246 ,AD-134,7,17.5,3.51,http://numismatics.org/collectionimages/19501999/1956/1956.127.246.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.246.rev.width350.jpg
Silver Denarius of Caracalla- Rome- AD 211 - AD 217. 1948.19.1523 ,AD-211,12,20.0,2.41,http://numismatics.org/collectionimages/19001949/1948/1948.19.1523.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1523.rev.width350.jpg
Bronze AE3 of Constantine I- Constantinople- AD 330 - AD 333. 1944.100.9216 ,AD-330,12,17.5,2.26,http://numismatics.org/collectionimages/19001949/1944/1944.100.9216.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.9216.rev.width350.jpg
Silver Denarius of Macrinus- Rome- AD 217 - AD 218. 1948.19.1708 ,AD-217,6,20.4,3.09,http://numismatics.org/collectionimages/19001949/1948/1948.19.1708.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1708.rev.width350.jpg
Silver Antoninianus of Pacatianus- Viminacium- AD 248 - AD 249. 1968.141.1 ,AD-248,6,23.8,4.16,http://numismatics.org/collectionimages/19501999/1968/1968.141.1.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1968/1968.141.1.rev.width350.jpg
Bronze AE1 of Maximinus Daia- Antioch- AD 305. 1944.100.4315 ,AD-305.,12,27.0,9.63,http://numismatics.org/collectionimages/19001949/1944/1944.100.4315.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4315.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 140. 1948.19.1248 ,AD-140.,6,17.0,3.29,http://numismatics.org/collectionimages/19001949/1948/1948.19.1248.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1248.rev.width350.jpg
Silver Denarius of Augustus- Rome- 19 BC - 4 BC. 1944.100.38326 ,19-BC,9,19.0,3.93,http://numismatics.org/collectionimages/19001949/1944/1944.100.38326.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.38326.rev.width350.jpg
Silver Denarius of Vespasian- Rome- AD 77 - AD 78. 1944.100.42443 ,AD-77,6,17.0,3.28,http://numismatics.org/collectionimages/19001949/1944/1944.100.42443.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.42443.rev.width350.jpg
Bronze AE3 of Constantine I- Antioch- AD 325 - AD 326. 1944.100.8989 ,AD-325,12,19.5,2.46,http://numismatics.org/collectionimages/19001949/1944/1944.100.8989.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8989.rev.width350.jpg
Silver Denarius of Vespasian- Rome- AD 73. 1956.127.41 ,AD-73.,12,19.0,3.156,http://numismatics.org/collectionimages/19501999/1956/1956.127.41.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.41.rev.width350.jpg
Silver Denarius of Vespasian- Rome- AD 71. 1956.127.18 ,AD-71.,6,18.0,3.29,http://numismatics.org/collectionimages/19501999/1956/1956.127.18.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.18.rev.width350.jpg
Silver Denarius of Severus Alexander- Rome- AD 231 - AD 235. 1948.19.1864 ,AD-231,6,21.0,2.6,http://numismatics.org/collectionimages/19001949/1948/1948.19.1864.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1864.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 169 - AD 170. 1948.19.1317 ,AD-169,12,17.5,3.01,http://numismatics.org/collectionimages/19001949/1948/1948.19.1317.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1317.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 103 - AD 111. 1956.127.1440 ,AD-103,6,17.5,3.44,http://numismatics.org/collectionimages/19501999/1956/1956.127.1440.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1440.rev.width350.jpg
Bronze AE3 of Constantine I- Cyzicus- AD 332 - AD 335. 1944.100.8967 ,AD-332,5,17.0,2.65,http://numismatics.org/collectionimages/19001949/1944/1944.100.8967.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8967.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 161 - AD 176. 1956.127.1007 ,AD-161,6,18.0,3.33,http://numismatics.org/collectionimages/19501999/1956/1956.127.1007.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1007.rev.width350.jpg
Bronze Sestertius of Antoninus Pius- Rome- AD 138 - AD 141. 1951.117.17 ,AD-138,12,33.0,23.47,http://numismatics.org/collectionimages/19501999/1951/1951.117.17.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1951/1951.117.17.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 140 - AD 143. 1957.172.1707 ,AD-140,6,17.5,2.9,http://numismatics.org/collectionimages/19501999/1957/1957.172.1707.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1707.rev.width350.jpg
Bronze As of Vespasian- Rome- AD 71. 1944.100.41576 ,AD-71.,6,29.0,10.87,http://numismatics.org/collectionimages/19001949/1944/1944.100.41576.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.41576.rev.width350.jpg
Silver Denarius of Trajan- Rome- AD 100. 1944.100.43471 ,AD-100.,6,19.0,3.31,http://numismatics.org/collectionimages/19001949/1944/1944.100.43471.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.43471.rev.width350.jpg
Bronze AE3 of Constantine I- Cyzicus- AD 325 - AD 326. 1944.100.8898 ,AD-325,6,18.5,3.81,http://numismatics.org/collectionimages/19001949/1944/1944.100.8898.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8898.rev.width350.jpg
Silver Denarius of Domitian- Rome- AD 92 - AD 93. 1956.127.1375 ,AD-92,6,16.5,3.37,http://numismatics.org/collectionimages/19501999/1956/1956.127.1375.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1375.rev.width350.jpg
Silver Denarius of Vespasian- Rome- AD 77 - AD 78. 1956.127.1329 ,AD-77,6,19.0,3.03,http://numismatics.org/collectionimages/19501999/1956/1956.127.1329.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1329.rev.width350.jpg
Bronze Sestertius of Commodus- Rome- AD 178 - AD 191. 1945.38.1 ,AD-178,6,32.0,23.92,http://numismatics.org/collectionimages/19001949/1945/1945.38.1.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1945/1945.38.1.rev.width350.jpg
Bronze AE3 of Licinius- Thessalonica- AD 312 - AD 313. 1944.100.3760 ,AD-312,12,22.0,3.24,http://numismatics.org/collectionimages/19001949/1944/1944.100.3760.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.3760.rev.width350.jpg
Bronze AE3 of Constantine I- Nicomedia- AD 328 - AD 329. 2004.14.188 ,AD-328,12,18.5,3.48,http://numismatics.org/collectionimages/20002049/2004/2004.14.188.obv.width350.jpg,http://numismatics.org/collectionimages/20002049/2004/2004.14.188.rev.width350.jpg
Silver Denarius of Vespasian- Rome- AD 73 - AD 75. 1955.21.5 ,AD-73,2,19.0,3.27,http://numismatics.org/collectionimages/19501999/1955/1955.21.5.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1955/1955.21.5.rev.width350.jpg
Silver Cistophorus of Augustus- Ephesus- 25 BC. 1944.100.39181 ,25-BC.,2,23.0,12.06,http://numismatics.org/collectionimages/19001949/1944/1944.100.39181.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39181.rev.width350.jpg
Silver Denarius of Severus Alexander- Rome- AD 225 - AD 235. 1948.19.1901 ,AD-225,12,20.0,2.73,http://numismatics.org/collectionimages/19001949/1948/1948.19.1901.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1901.rev.width350.jpg
Bronze Sestertius of Hadrian- Rome- AD 134 - AD 138. 1944.100.47455 ,AD-134,6,34.0,25.99,http://numismatics.org/collectionimages/19001949/1944/1944.100.47455.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.47455.rev.width350.jpg
Silver Antoninianus of Maximian- Lugdunum- AD 292 - AD 294. 1944.100.38027 ,AD-292,12,22.0,4.01,http://numismatics.org/collectionimages/19001949/1944/1944.100.38027.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.38027.rev.width350.jpg
Silver Denarius of Gaius/Caligula- Rome- AD 37 - AD 38. 1944.100.39332 ,AD-37,6,19.0,3.62,http://numismatics.org/collectionimages/19001949/1944/1944.100.39332.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39332.rev.width350.jpg
Bronze As of Hadrian- Rome- AD 128 - AD 136. 1944.100.47483 ,AD-128,6,27.0,10.28,http://numismatics.org/collectionimages/19001949/1944/1944.100.47483.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.47483.rev.width350.jpg
Silver Denarius of Vespasian- Rome- AD 74. 1944.100.39929 ,AD-74.,6,19.0,2.82,http://numismatics.org/collectionimages/19001949/1944/1944.100.39929.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39929.rev.width350.jpg
Bronze Sestertius of Nero- Rome- AD 64 - AD 68. 1944.100.39729 ,AD-64,6,34.5,26.06,http://numismatics.org/collectionimages/19001949/1944/1944.100.39729.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39729.rev.width350.jpg
Bronze Sestertius of Hadrian- Rome- AD 119 - AD 121. 1944.100.45633 ,AD-119,6,32.0,20.86,http://numismatics.org/collectionimages/19001949/1944/1944.100.45633.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.45633.rev.width350.jpg
Bronze Sestertius of Domitian- Rome- AD 85. 1944.100.42573 ,AD-85.,7,34.0,26.21,http://numismatics.org/collectionimages/19001949/1944/1944.100.42573.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.42573.rev.width350.jpg
Bronze AE1 of Diocletian- Antioch- AD 304 - AD 305. 1944.100.4284 ,AD-304,11,28.5,10.58,http://numismatics.org/collectionimages/19001949/1944/1944.100.4284.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4284.rev.width350.jpg
Bronze AE1 of Galerius- Heraclea- AD 305 - AD 306. 1944.100.3950 ,AD-305,7,28.0,9.15,http://numismatics.org/collectionimages/19001949/1944/1944.100.3950.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.3950.rev.width350.jpg
Silver Denarius of Titus- Rome- AD 80. 1944.100.41645 ,AD-80.,6,18.0,2.89,http://numismatics.org/collectionimages/19001949/1944/1944.100.41645.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.41645.rev.width350.jpg
Bronze AE3 of Licinius- Thessalonica- AD 312 - AD 313. 1944.100.3746 ,AD-312,12,23.0,3.09,http://numismatics.org/collectionimages/19001949/1944/1944.100.3746.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.3746.rev.width350.jpg
Silver Denarius of Antoninus Pius- Rome- AD 141. 1948.19.1285 ,AD-141.,6,18.0,2.99,http://numismatics.org/collectionimages/19001949/1948/1948.19.1285.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1285.rev.width350.jpg
Bronze AE1 of Diocletian- Antioch- AD 300 - AD 301. 1944.100.4183 ,AD-300,6,28.0,10.4,http://numismatics.org/collectionimages/19001949/1944/1944.100.4183.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4183.rev.width350.jpg
Silver Denarius- Rome- 90 B.C.. 1947.2.65 ,90-B.C..,3,19.7,4.04,http://numismatics.org/collectionimages/19001949/1947/1947.2.65.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1947/1947.2.65.rev.width350.jpg
Silver Denarius of Hadrian- Rome- AD 118. 1956.127.90 ,AD-118.,7,17.0,2.82,http://numismatics.org/collectionimages/19501999/1956/1956.127.90.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.90.rev.width350.jpg
Bronze AE3 of Licinius- Cyzicus- AD 317 - AD 320. 1944.100.8727 ,AD-317,6,19.5,2.64,http://numismatics.org/collectionimages/19001949/1944/1944.100.8727.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.8727.rev.width350.jpg
Bronze AE1 of Diocletian- Antioch- AD 299 - AD 300. 1944.100.4156 ,AD-299,12,27.0,10.59,http://numismatics.org/collectionimages/19001949/1944/1944.100.4156.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4156.rev.width350.jpg
Bronze Dupondius of Marcus Aurelius- Rome- AD 164 - AD 165. 1947.97.461 ,AD-164,12,24.0,12.54,http://numismatics.org/collectionimages/19001949/1947/1947.97.461.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1947/1947.97.461.rev.width350.jpg
Silver Denarius of Caracalla- Rome- AD 211 - AD 217. 1956.28.329 ,AD-211,12,18.5,2.55,http://numismatics.org/collectionimages/19501999/1956/1956.28.329.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.28.329.rev.width350.jpg
Silver Denarius of Septimius Severus- Emisa- AD 194 - AD 195. 1946.7.27 ,AD-194,12,19.0,3.22,http://numismatics.org/collectionimages/19001949/1946/1946.7.27.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1946/1946.7.27.rev.width350.jpg
Silver Denarius of Elagabalus- Rome- AD 218 - AD 222. 1948.19.1790 ,AD-218,6,18.0,3.28,http://numismatics.org/collectionimages/19001949/1948/1948.19.1790.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1790.rev.width350.jpg
Silver Antoninianus of Carus- Antioch- AD 282 - AD 283. 1944.100.36417 ,AD-282,12,21.5,3.35,http://numismatics.org/collectionimages/19001949/1944/1944.100.36417.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.36417.rev.width350.jpg
Bronze AE3 of Licinius- Heraclea- AD 313. 1944.100.4004 ,AD-313.,5,23.0,3.77,http://numismatics.org/collectionimages/19001949/1944/1944.100.4004.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4004.rev.width350.jpg
Silver Denarius of Marcus Aurelius- Rome- AD 176 - AD 180. 1956.127.1026 ,AD-176,6,17.5,3.04,http://numismatics.org/collectionimages/19501999/1956/1956.127.1026.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1026.rev.width350.jpg
Silver Antoninianus of Maximian- Lugdunum- AD 290 - AD 294. 1944.100.38008 ,AD-290,2,22.5,3.73,http://numismatics.org/collectionimages/19001949/1944/1944.100.38008.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.38008.rev.width350.jpg
Bronze AE2 of Maximinus Daia- Antioch- AD 308. 1944.100.4373 ,AD-308.,12,24.0,4.75,http://numismatics.org/collectionimages/19001949/1944/1944.100.4373.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.4373.rev.width350.jpg
Bronze Sestertius of Antoninus Pius- Rome- AD 143 - AD 144. 1957.172.1719 ,AD-143,12,32.0,16.78,http://numismatics.org/collectionimages/19501999/1957/1957.172.1719.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1719.rev.width350.jpg
